,text,Sentiment,created_at
31,"RT @ChinaDaily: How does #China manage to largely contain the outbreak?  

—Over 42,000 health workers in 340 medical teams gathered across…",positive,04-21
32,"RT @CGTNOfficial: While Trump says Beijing should face consequence for allegedly not being transparent with what it knew about #COVID-19, C…",positive,04-21
33,"RT @ChinaDaily: How does #China manage to largely contain the outbreak?  

—Over 42,000 health workers in 340 medical teams gathered across…",positive,04-21
34,"RT @CGTNOfficial: While Trump says Beijing should face consequence for allegedly not being transparent with what it knew about #COVID-19, C…",positive,04-21
35,RT @CCTV: An epidemic prevention and control work team departed Monday for Kyrgyzstan from northwest China's Xinjiang Uygur Autonomous Regi…,positive,04-21
36,"How does #China manage to largely contain the outbreak?  

—Over 42,000 health workers in 340 medical teams gathere… https://t.co/fZZeP9aig6",positive,04-21
37,"RT @CGTNOfficial: While Trump says Beijing should face consequence for allegedly not being transparent with what it knew about #COVID-19, C…",positive,04-21
38,"RT @CGTNOfficial: In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect jobs.…",positive,04-21
39,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
40,"RT @CGTNOfficial: While Trump says Beijing should face consequence for allegedly not being transparent with what it knew about #COVID-19, C…",positive,04-21
41,While Trump says Beijing should face consequence for allegedly not being transparent with what it knew about #COVID… https://t.co/iROEnJ2CBu,positive,04-21
42,"RT @JackMa: A second handbook, which focuses on hospital response strategy and frontline treatment experience, is now available. We hope it…",positive,04-21
43,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
44,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
45,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
46,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
47,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
48,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
49,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
50,"RT @BBCLBicker: South Koreans are being warned that there could be an ""unexpected, explosive spread of covid-19 anytime, even tomorrow"".…",positive,04-21
51,RT @ChinaDaily: How did China manage to contain the COVID-19 epidemic so quickly? How did China succeed in keeping the fatality rate relati…,positive,04-21
52,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
53,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
54,"RT @CGTNOfficial: In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect jobs.…",positive,04-21
55,"RT @CGTNOfficial: In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect jobs.…",positive,04-21
56,"RT @CGTNOfficial: In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect jobs.…",positive,04-21
57,@aaronAcarr its all bout how far your gov willing to go ....did you know #SouthKorea has been quarantining all bank… https://t.co/LLRlbGVNZu,positive,04-21
58,"RT @CGTNOfficial: In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect jobs.…",positive,04-21
59,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
60,"In the latest on the U.S. fight against #COVID-19, President Trump suspends U.S. immigration for 60 days to protect… https://t.co/xFjw6a3OCq",positive,04-21
61,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
62,"RT @BBCLBicker: South Koreans are being warned that there could be an ""unexpected, explosive spread of covid-19 anytime, even tomorrow"".…",positive,04-21
63,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
64,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
65,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
66,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
67,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
68,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
69,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
70,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
71,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
72,"RT @TheLancet: NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed published pape…",positive,04-21
73,"NEW Correspondence—Ethnicity and #COVID19: an urgent public health research priority

M Pareek et al reviewed publi… https://t.co/RMhfMvUbL4",positive,04-21
74,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
75,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
76,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
77,RT @ChinaDaily: #FightTogether A team of Chinese experts has headed for #Kyrgyzstan on Monday from #Xinjiang. They are expected to share CO…,negative,04-21
78,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
79,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
80,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
81,"RT @Echinanews: Walt Disney Co. is suspending salary payments to over 100,000 employees, mostly cast members in its theme parks, as the COV…",positive,04-21
82,"RT @BBCLBicker: Health officials in South Korea are warning of a second wave of covid-19 in winter. 

This is not new. There has been no le…",negative,04-21
83,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
84,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
85,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
86,RT @issuemakerslab: North Korea's RGB-D5 launched the APT attacks with document malware related to COVID-19 and recommendations for wearing…,positive,04-21
87,"RT @spenceramfowler: U.S. Colleges Brace for a Devastating Summer and Fall;
Summer programs that usually bring in revenue are being cut, an…",negative,04-21
88,RT @Tsinghua_Uni: Report from Tsinghua University’s Research Center for Enterprises M&amp;A and Development shows that the impact of the #COVID…,negative,04-21
89,RT @ChinaDaily: How did China manage to contain the COVID-19 epidemic so quickly? How did China succeed in keeping the fatality rate relati…,positive,04-21
90,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
91,RT @Tsinghua_Uni: Report from Tsinghua University’s Research Center for Enterprises M&amp;A and Development shows that the impact of the #COVID…,negative,04-21
92,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
93,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
94,"RT @CRI_Turkish: #Trump, New York Valisi #Cuomo ile Covid-19'u görüştü

https://t.co/7fQNA1cRpA https://t.co/b5Ozf2L8zm",positive,04-21
95,"#Trump, New York Valisi #Cuomo ile Covid-19'u görüştü

https://t.co/7fQNA1cRpA https://t.co/b5Ozf2L8zm",positive,04-21
96,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
97,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
98,RT @CGTNOfficial: The real number of COVID-19 cases in LA may be 55 times bigger than the confirmed cases reported. (Xinhua) https://t.co/l…,positive,04-21
99,Why More Men Are Dying From COVID-19 Than Women?The sex bias in COVID-19 deaths is part of a much larger picture –… https://t.co/l4fKwZ8yLQ,positive,04-21
100,RT @issuemakerslab: North Korea's RGB-D5 launched the APT attacks with document malware related to COVID-19 and recommendations for wearing…,positive,04-21
101,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
102,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
103,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
104,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
105,"Why girls in poor countries will suffer the most from worldwide closing of schools during #COVIDー19 
https://t.co/Owq1yA3yaG",positive,04-21
106,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
107,"U.S. Colleges Brace for a Devastating Summer and Fall;
Summer programs that usually bring in revenue are being cut,… https://t.co/mzKkzyqkmA",negative,04-21
108,RT @ChinaDaily: Huawei's sales revenue saw a 1.4 percent year-on-year growth in the first quarter amid challenges from the Covid_19 pandemi…,positive,04-21
109,RT @ChinaDaily: A special team from China's Shandong Province arrived in the UK on Saturday to help in the fight against COVID-19. The team…,positive,04-21
110,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
111,RT @CGTNOfficial: Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies have…,negative,04-21
112,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
113,RT @ChinaDaily: How did China manage to contain the COVID-19 epidemic so quickly? How did China succeed in keeping the fatality rate relati…,positive,04-21
114,RT @ChinaDaily: A special team from China's Shandong Province arrived in the UK on Saturday to help in the fight against COVID-19. The team…,positive,04-21
115,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
116,RT @CGTNOfficial: Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies have…,negative,04-21
117,RT @CGTNOfficial: Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies have…,negative,04-21
118,RT @CGTNOfficial: Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies have…,negative,04-21
119,RT @CGTNOfficial: Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies have…,negative,04-21
120,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
121,Political analysts Andrew Korybko discusses the U.S. use of sanctions around the world and how its foreign policies… https://t.co/e1lETjZWtR,negative,04-21
122,RT @JackMa: Calling all African medical experts! Chinese frontline doctors are online &amp; ready to share hard-earned lessons. Time is running…,positive,04-21
123,RT @zlj517: This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that th…,positive,04-21
124,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Testing was done on all people in need as soon as possible with…",positive,04-21
125,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
126,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
127,RT @ChinaDaily: How did China manage to contain the COVID-19 epidemic so quickly? How did China succeed in keeping the fatality rate relati…,positive,04-21
128,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
129,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
130,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
131,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
132,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
133,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
134,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
135,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
136,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
137,"RT @CGTNOfficial: Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pandemic.…",positive,04-21
138,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
139,"Take a look at a young student from Angola, now living and Guangzhou, who is volunteering during the #COVID-19 pand… https://t.co/YfVmsXglBM",positive,04-21
140,RT @CGTNOfficial: 111 Africans in Guangzhou test positive for #COVID19 https://t.co/1jngIKw9pR,positive,04-21
141,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
142,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
143,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
144,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
145,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
146,RT @LouiseMartinCBC: P.E.I. hopes to ease up some COVID-19 restrictions in early May | CBC News https://t.co/Fbb5dTUyT0,positive,04-21
147,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
148,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
149,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
150,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
151,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
152,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
153,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
154,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
155,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
156,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
157,"RT @CGTNOfficial: U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
158,"U.S. #COVID-19 cases top 814,000 with over 43,000 deaths; data from Johns Hopkins. https://t.co/GTZAUFii4F",positive,04-21
159,RT @ChinaDaily: #FightTogether A team of Chinese experts has headed for #Kyrgyzstan on Monday from #Xinjiang. They are expected to share CO…,negative,04-21
160,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
161,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
162,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
163,"RT @ChinaDaily: How #China manages to largely contain the outbreak? 

—People across China stayed at home following the call for self-isola…",positive,04-21
164,"@realDonaldTrump Our common enemy is COVID-19. At this moment, we do not want to see the intrigue of politicians.🙏🙏",negative,04-21
165,"This probably shouldn’t have surprised me, but I’m stunned to learn that there are actual people that call themselv… https://t.co/8kr683ISig",positive,04-21
166,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
167,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
168,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Testing was done on all people in need as soon as possible with…",positive,04-21
169,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
170,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
171,RT @ChinaDaily: The COVID-19 pandemic has infected over 2 million people around the world as of April 21. While the number of new infection…,positive,04-21
172,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
173,"RT @BBCLBicker: Health officials in South Korea are warning of a second wave of covid-19 in winter. 

This is not new. There has been no le…",negative,04-21
174,RT @CGTNOfficial: Regulators at the U.S. Food and Drug Administration on Tuesday authorized the first coronavirus test that lets people col…,positive,04-21
175,RT @ChinaDaily: How did China manage to contain the COVID-19 epidemic so quickly? How did China succeed in keeping the fatality rate relati…,positive,04-21
176,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
177,"RT @ChinaDaily: #FightTogether Sounding a long whistle, a train carrying 50 containers of goods including electronic devices and clothes as…",negative,04-21
178,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Testing was done on all people in need as soon as possible with…",positive,04-21
179,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Testing was done on all people in need as soon as possible with…",positive,04-21
180,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
181,"RT @subprinting: One Step Rapid Test Kit Novel Corona Virus Covid-19 Igg/Igm
If you are interested, whatsapp +8616643528238 https://t.co/Sl…",positive,04-21
182,"RT @BBCLBicker: Health officials in South Korea are warning of a second wave of covid-19 in winter. 

This is not new. There has been no le…",negative,04-21
183,"RT @JackMa: A second handbook, which focuses on hospital response strategy and frontline treatment experience, is now available. We hope it…",positive,04-21
184,RT @caixin: China’s telecom industry recorded a 2.3% decline in total revenue to 377.8 billion yuan ($53.4 billion) in the first quarter am…,positive,04-21
185,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
186,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
187,RT @caixin: China’s telecom industry recorded a 2.3% decline in total revenue to 377.8 billion yuan ($53.4 billion) in the first quarter am…,positive,04-21
188,RT @CGTNOfficial: The actual number of infections from COVID-19 in Los Angeles County may be as high as 55 times the current number of conf…,positive,04-21
189,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
190,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
191,"RT @foundation_ma: A second handbook, which focuses on hospital response strategy and frontline treatment experience, is now available. We…",positive,04-21
192,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
193,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
194,RT @ChinaDaily: The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to find out…,positive,04-21
195,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
196,The #US state of New York has launched a large-scale #COVID_19 antibody testing starting on Monday in an effort to… https://t.co/mjeWffVopr,positive,04-21
197,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
198,"@GaryPNabhan @HuXijin_GT The origin of covid 19 should be confirmed by science, not by words, but if you are in a h… https://t.co/mmFFX9A0JS",positive,04-21
199,RT @caixin: China’s telecom industry recorded a 2.3% decline in total revenue to 377.8 billion yuan ($53.4 billion) in the first quarter am…,positive,04-21
200,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Traditional Chinese medicine plays a positive role. The combinat…",positive,04-21
201,RT @CGTNOfficial: Regulators at the U.S. Food and Drug Administration on Tuesday authorized the first coronavirus test that lets people col…,positive,04-21
202,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
203,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
204,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
205,RT @caixin: China’s telecom industry recorded a 2.3% decline in total revenue to 377.8 billion yuan ($53.4 billion) in the first quarter am…,positive,04-21
206,"RT @CGTNOfficial: At least 710 crew members from the USS Theodore Roosevelt have tested positive for Covid-19, the US Navy says, with nine…",negative,04-21
207,RT @CGTNOfficial: The actual number of infections from COVID-19 in Los Angeles County may be as high as 55 times the current number of conf…,positive,04-21
208,RT @caixin: China’s telecom industry recorded a 2.3% decline in total revenue to 377.8 billion yuan ($53.4 billion) in the first quarter am…,positive,04-21
209,"RT @BBCLBicker: Health officials in South Korea are warning of a second wave of covid-19 in winter. 

This is not new. There has been no le…",negative,04-21
210,"RT @ChinaDaily: How does #China manage to largely contain the outbreak? 

—Testing was done on all people in need as soon as possible with…",positive,04-21
